athlete_id,name,dob,height_in,reach_in,stance
4297311,Ramiz Brahimaj,1992-11-17,70.0,72.0,Orthodox
4299562,Khadis Ibragimov,1995-05-21,75.0,78.5,Orthodox
4300149,Roman Kopylov,1992-05-04,72.0,75.0,Southpaw
4303035,Phil Caracappa,1992-06-05,68.0,70.0,Orthodox
4305514,Westin Wilson,1989-01-24,73.0,73.0,Southpaw
4306125,Gabe Green,1993-05-02,70.0,73.0,Switch
4311136,Richie Smullen,1991-08-17,69.0,71.0,Orthodox
4312854,Ricardo Prasel,1990-06-02,79.0,78.0,Orthodox
4319785,Chelsea Chandler,1990-11-23,68.0,68.0,Southpaw
4319793,Jack Shore,1995-02-06,68.0,71.0,Orthodox
4321051,Zhalgas Zhumagulov,1988-08-29,64.0,66.5,Switch
4324622,Morgan Charrière,1995-10-26,68.0,69.0,Orthodox
4324623,William Gomis,1997-06-13,72.0,73.0,Southpaw
4329444,Kyle Daukaus,1993-02-27,74.0,76.0,Southpaw
4329550,Carlo Pedersoli Jr.,1993-06-08,71.0,75.0,Southpaw
4330061,Mohammad Yahya,1994-05-23,69.0,73.0,Switch
4331588,Don Madge,1990-11-12,72.0,72.0,Southpaw
4332765,Kayla Harrison,1990-07-02,68.0,66.0,Southpaw
4333158,Bruno Silva,1989-07-13,72.0,74.0,Orthodox
4334306,Macy Chiasson,1991-07-27,71.0,72.0,Orthodox
4335947,Erick Gonzalez,1992-01-20,71.0,75.0,Orthodox
4336003,Dylan Potter,1995-01-14,75.0,77.0,Switch
4336315,Hector Aldana,1988-08-17,71.0,72.5,Orthodox
4336424,Jesse Murray,1993-01-26,75.0,78.0,Orthodox
4336757,Kai Asakura,1993-10-31,68.0,69.0,Orthodox
4337435,Ramona Pascual,1988-09-23,67.0,66.0,Southpaw
4339129,Will Santiago Jr.,1983-02-08,70.0,,Orthodox
4339130,Montel Jackson,1992-04-24,70.0,75.5,Southpaw
4339131,Dashawn Boatwright,1988-02-29,72.0,76.0,Orthodox
4339144,Yazan Hajeh,1992-09-04,67.0,,Orthodox
4339145,Mike Davis,1992-10-07,72.0,72.5,Orthodox
4339148,Tyler Hill,1991-08-10,75.0,79.0,Switch
4339149,Dwight Grant,1984-09-14,73.0,76.0,Switch
4339150,Jordan Wright,1991-10-07,74.0,77.0,Orthodox
4339152,Antonina Shevchenko,1984-11-20,68.0,67.0,Southpaw
4339488,Rafael Fiziev,1993-03-05,68.0,71.5,Switch
4339489,Alton Cunningham,1993-06-19,74.0,77.0,Orthodox
4339490,Jalin Turner,1995-05-18,75.0,77.0,Southpaw
4341572,Robert Bryczek,1990-07-04,72.0,75.0,Orthodox
4341591,Collin Huckbody,1994-09-29,75.0,76.0,Orthodox
4341598,Chris Daukaus,1989-09-25,75.0,76.0,Orthodox
4347303,Klidson Abreu,1992-12-24,74.0,75.0,Orthodox
4348673,Sam Hughes,1992-06-28,65.0,64.5,Orthodox
4348793,Maria Oliveira,1996-12-12,66.0,69.0,Orthodox
4349152,Chibwikem Onyenegecha,1994-04-18,75.0,,Orthodox
4349153,Vince Morales,1990-11-12,67.0,70.0,Orthodox
4349155,Mitchell Sipe,1996-04-09,75.0,76.0,Orthodox
4350762,Zhang Weili,1989-08-13,64.0,63.0,Switch
4350771,Andre Ewell,1988-01-21,68.0,75.0,Southpaw
4350772,Luis Pena,1993-07-05,75.0,78.0,Southpaw
4350796,Erin Blanchfield,1999-05-04,64.0,66.0,Orthodox
4350812,Ilia Topuria,1997-01-21,67.0,69.0,Orthodox
4350860,Marilia Santos,1992-12-10,64.0,68.0,Orthodox
4350867,Joe Giannetti,1995-07-05,72.0,74.5,Southpaw
4350869,Allan Zuniga,1992-04-04,67.0,70.0,Orthodox
4350871,Brad Katona,1991-12-19,66.0,64.5,Orthodox
4350872,Jay Cucciniello,1986-07-23,67.0,,Orthodox
4350873,Tyler Diamond,1991-03-18,67.0,69.0,Orthodox
4350925,Patchy Mix,1993-08-16,71.0,70.0,Southpaw
4351084,Gary Balletto,1995-01-20,70.0,70.0,Switch
4351085,Bassil Hafez,1992-01-31,71.0,72.0,Orthodox
4351319,Youssef Zalal,1996-09-04,70.0,72.0,Switch
4354318,Edmen Shahbazyan,1997-11-20,74.0,75.0,Orthodox
4354319,Antonio Jones,1985-04-12,72.0,,Orthodox
4354420,Jimmy Crute,1996-03-04,74.0,74.0,Orthodox
4354421,Chase Hooper,1999-09-13,73.0,74.0,Southpaw
4354422,Canaan Kawaihae,1997-08-26,72.0,71.0,Southpaw
4354423,Roosevelt Roberts,1994-02-11,74.0,73.0,Orthodox
4354424,Dennis Bryant,,72.0,,Orthodox
4354425,Devonte Smith,1993-07-30,69.0,76.0,Orthodox
4354426,Jacob Kilburn,1995-06-28,69.0,72.0,Orthodox
4354427,Marty Coughran,1994-05-17,68.0,,Orthodox
4355238,John Gunther,1985-11-24,69.0,72.0,Orthodox
4355664,Alexander Munoz,1990-02-27,69.0,72.0,Switch
4355731,Takashi Sato,1990-06-09,70.0,73.0,Southpaw
4357555,Joey Gomez,1989-08-28,70.0,,--
4357591,Maurice Mitchell,1987-06-29,69.0,,Orthodox
4358020,Tebaris Gordon,,73.0,,Orthodox
4358022,Chandler Cole,1995-01-09,70.0,72.5,Orthodox
4358252,Darrius Flowers,1994-08-25,69.0,71.0,Orthodox
4359111,Anthony Adams,1988-01-13,73.0,77.0,Orthodox
4360028,Jose Johnson,1995-05-20,72.0,71.5,Orthodox
4360358,Stefan Sekulic,1992-02-12,72.0,75.0,Southpaw
4364223,Adam Yandiev,1988-07-07,69.0,74.0,Orthodox
4370999,Maiara Amanajas dos Santos,1987-07-11,65.0,,Southpaw
4371000,Gustavo Gabriel,1994-04-01,66.0,,Orthodox
4371001,Mayra Bueno Silva,1991-08-22,66.0,66.5,Orthodox
4371002,Antonio Arroyo,1989-07-01,75.0,73.0,Orthodox
4371003,Mayana Kellem,1981-07-07,65.0,,Orthodox
4371004,Sarah Frota,1987-04-14,66.0,69.0,Southpaw
4371005,Jakub Wikłacz,1996-09-10,70.0,72.0,Orthodox
4372190,Mabelly Lima,1994-01-25,62.0,,Orthodox
4372193,John Allan,1993-02-22,73.0,75.0,Orthodox
4372194,Luana Carolina,1993-06-11,66.0,69.0,Orthodox
4372195,Raulian Paiva,1995-10-17,68.0,69.5,Orthodox
4372196,Vinicius Moreira,1989-02-28,76.0,76.0,Orthodox
4372245,Omar Morales,1985-10-17,71.0,73.0,Orthodox
4372290,Dakota Bush,1994-06-09,70.0,73.0,Orthodox
4372295,Gleidson Cutis,1989-02-07,69.0,,Orthodox
4374436,AJ Dobson,1992-01-18,73.0,76.0,Orthodox
4374740,Victoria Leonardo,1990-02-16,65.0,64.0,Orthodox
4374742,Hailey Cowan,1992-02-12,68.0,67.0,Southpaw
4375156,Charles Johnson,1991-01-10,69.0,70.0,Switch
4375203,Vince Cachero,1989-11-07,66.0,68.0,Orthodox
4375574,Gilbert Urbina,1996-04-05,75.0,75.0,Orthodox
4375603,Danyelle Wolf,1983-09-08,71.0,70.0,Orthodox
4375621,Jared Gooden,1993-12-05,72.0,77.0,Orthodox
4377048,Carlton Minus,1993-04-26,70.0,75.0,Orthodox
4377802,Jin Soo Son,1993-04-01,66.0,69.0,Orthodox
4379257,Marcos Conrado Jr.,1982-03-14,74.0,,Orthodox
4379258,Marina Rodriguez,1987-04-29,66.0,65.0,Orthodox
4379279,Leonardo Silva De Oliveira,1992-04-23,74.0,,Orthodox
4379326,Herdem Alacabek,1991-06-07,74.0,75.0,Orthodox
4379328,Brendson Ribeiro,1996-09-08,75.0,81.0,Orthodox
4379362,Viviane Araújo,1986-11-21,64.0,68.0,Orthodox
4380809,Roque Martinez,1986-03-04,70.0,72.0,Orthodox
4388465,Peter Barrett,1986-08-10,70.0,73.0,Southpaw
4389085,Aoriqileng,1993-06-25,67.0,69.0,Orthodox
4389093,Batgerel Danaa,1989-07-04,67.0,70.0,Orthodox
4389252,Da Woon Jung,1993-12-07,76.0,78.5,Orthodox
4389513,Kyron Bowen,1993-12-22,74.0,78.0,Orthodox
4391266,Luigi Vendramini,1996-01-16,68.0,73.0,Orthodox
4392322,Richie Santiago,1992-10-10,67.0,67.0,Southpaw
4393207,Raphael Pessoa,1989-03-09,75.0,78.0,Orthodox
4393818,Gaston Bolaños,1992-09-14,67.0,69.0,Orthodox
4394200,Bruna Brasil,1993-09-07,66.0,65.5,Orthodox
4394752,Roman Bogatov,1990-12-15,68.0,73.5,Orthodox
4394753,Tahir Abdullayev,1997-02-02,68.0,73.0,--
4396359,CJ Vergara,1991-06-18,66.0,68.0,Orthodox
4396363,Harry Hardwick,1994-09-29,70.0,71.0,Switch
4397782,Joselyne Edwards,1995-09-29,68.0,70.0,Orthodox
4397795,Jesse Butler,1992-05-24,70.0,73.0,Orthodox
4397797,Austin Hubbard,1991-12-22,70.0,71.0,Orthodox
4399701,Laureano Staropoli,1993-02-27,73.0,71.5,Orthodox
4399703,Montserrat Conejo Ruiz,1993-02-03,60.0,61.0,Southpaw
4400662,Deron Winn,1989-06-13,66.0,70.0,Orthodox
4403535,Suman Mokhtarian,1992-06-13,68.0,72.0,Orthodox
4403536,Brady Huang,1992-12-16,69.0,69.0,Orthodox
4403762,Isis Verbeek,1995-01-12,64.0,64.0,Orthodox
4403763,Kathryn Paprocki,1993-04-28,63.0,65.0,Orthodox
4405109,Sumudaerji,1996-01-20,68.0,72.0,Southpaw
4406521,Michel Batista,1984-04-20,75.0,,Orthodox
4406572,Alex Gorgees,1995-08-11,74.0,74.0,Switch
4406574,Martin Buday,1991-11-11,76.0,77.0,Orthodox
4407930,JJ Okanovich,1990-11-04,71.0,76.0,Orthodox
4408375,Adam Fugitt,1989-01-12,73.0,77.0,Southpaw
4408436,Kyle Nelson,1991-04-20,71.0,71.0,Switch
4409219,Kris Moutinho,1992-08-09,67.0,68.0,Southpaw
4409220,Mark O. Madsen,1984-09-23,68.0,72.0,Orthodox
4409396,Harvey Park,1986-03-22,72.0,70.5,Orthodox
4409558,Da'Mon Blackshear,1994-08-12,70.0,72.0,Switch
4410005,Luan Lacerda,1993-01-07,67.0,71.5,Orthodox
4410084,Jairzinho Rozenstruik,1988-03-17,74.0,78.0,Orthodox
4410116,Leonardo Damiani,1990-08-30,70.0,69.5,Orthodox
4410698,Tuco Tokkos,1990-06-30,76.0,76.0,Orthodox
4410716,Marcos Mariano,1986-09-30,73.0,76.0,Switch
4410868,Mario Bautista,1993-07-01,69.0,69.0,Switch
4411394,Alen Amedovski,1988-04-06,70.0,74.0,Orthodox
4411508,Roman Dolidze,1988-07-15,74.0,76.0,Orthodox
4411885,Geraldo de Freitas,1991-09-30,67.0,72.0,Orthodox
4411886,Felipe Colares,1994-03-31,68.0,69.0,Orthodox
4411888,Joel Álvarez,1993-03-02,75.0,77.0,Orthodox
4412279,Drako Rodriguez,1996-06-16,68.0,69.0,Orthodox
4412812,Zelim Imadaev,1995-01-25,72.0,76.0,Orthodox
4412813,Ismail Naurdiev,1996-08-18,70.0,74.0,Orthodox
4413642,Darion Abbey,1993-02-25,74.0,81.0,Orthodox
4415883,Marc-Andre Barriault,1990-02-18,73.0,74.0,Orthodox
4416295,Cameron VanCamp,1993-04-27,74.0,74.0,Switch
4416297,Charles Radtke,1990-07-09,69.0,72.0,Orthodox
4416348,Ryan MacDonald,1993-03-18,71.0,71.0,Switch
4417235,Nicolae Negumereanu,1994-09-04,72.0,78.0,Orthodox
4418541,Isabela de Padua,1991-09-04,63.0,64.0,Orthodox
4418784,Norma Dumont,1990-10-01,67.0,67.0,Orthodox
4418809,Tainara Lisboa,1991-03-02,67.0,67.0,Orthodox
4418962,Michel Pereira,1993-10-06,73.0,73.0,Orthodox
4419372,Arman Tsarukyan,1996-10-11,67.0,72.5,Orthodox
4419434,Loik Radzhabov,1990-09-17,71.0,69.0,Orthodox
4419470,Mason Jones,1995-04-26,70.0,74.0,Orthodox
4420412,SeungWoo Choi,1992-11-03,72.0,74.0,Orthodox
4420422,Duda Santana,1996-01-10,67.0,73.0,Orthodox
4420423,Bea Malecki,1991-08-23,69.0,74.0,Orthodox
4420801,Alex da Silva,1996-02-04,68.0,73.0,Orthodox
4420893,Melissa Gatto,1996-05-02,65.0,69.0,Orthodox
4421157,Adam Bramhald,1994-03-24,70.0,70.0,Orthodox
4421246,Serghei Spivac,1995-01-24,75.0,78.0,Orthodox
4421295,Cole Smith,1989-04-05,71.0,67.0,Orthodox
4421473,Alexandr Romanov,1990-12-11,74.0,75.0,Southpaw
4421489,Jamie Siraj,1994-06-28,68.0,66.0,Orthodox
4421517,Duško Todorović,1994-05-19,73.0,74.0,Orthodox
4421784,Shara Magomedov,1994-05-16,74.0,73.0,Orthodox
4421978,Charles Jourdain,1995-11-27,69.0,69.0,Switch
4421979,Grigorii Popov,1984-04-18,67.0,68.0,Switch
4422029,TJ Laramie,1997-10-15,66.0,66.0,Orthodox
4422103,Nursulton Ruziboev,1993-11-19,77.0,76.0,Orthodox
4422319,Alan Baudot,1988-02-01,75.0,79.0,Orthodox
4422343,Carlos Huachin,1996-06-06,65.0,67.0,Southpaw
4422355,Joanderson Brito,1995-02-11,68.0,72.0,Orthodox
4422430,Rodrigo Vera,1995-10-18,67.0,,--
4422443,Jo Sungbin,1992-07-17,71.0,72.0,Orthodox
4423213,Yorgan De Castro,1987-12-19,73.0,74.0,Orthodox
4423214,Punahele Soriano,1992-11-22,71.0,72.5,Southpaw
4423215,Leon Shahbazyan,1995-11-18,76.0,74.5,Orthodox
4423264,Tofiq Musayev,1989-12-15,69.0,69.0,Orthodox
4423425,Justin Gonzales,1991-04-28,69.0,72.0,Orthodox
4423448,Miguel Baeza,1992-08-23,74.0,74.5,Orthodox
4423875,Jesse Wallace,1992-11-17,70.0,69.5,Orthodox
4423876,Joe Solecki,1993-08-27,69.0,70.5,Orthodox
4423880,Reinier de Ridder,1990-09-07,76.0,78.0,Southpaw
4424020,Ottman Azaitar,1990-02-20,68.0,71.0,Switch
4424184,Rostem Akman,1991-12-19,70.0,72.0,Switch
4424222,Armando Villarreal,1989-08-08,67.0,66.5,Southpaw
4424224,Ode' Osbourne,1992-01-09,67.0,73.0,Southpaw
4424478,Lance Lawrence,1993-06-26,72.0,72.0,Orthodox
4424582,Kevin Syler,1993-07-29,69.0,71.5,Switch
4425355,Jamahal Hill,1991-05-19,76.0,79.0,Southpaw
4425564,Gabriel Silva,1994-08-26,66.0,71.0,Orthodox
4425603,Brendon Marotte,1996-01-12,69.0,70.0,Orthodox
4425604,Terrance McKinney,1994-09-15,70.0,73.5,Switch
4425611,Ramazan Kuramagomedov,1996-08-23,72.0,73.0,Orthodox
4425705,Chris Ocon,1996-02-05,67.0,69.0,Orthodox
4425706,Hunter Azure,1992-03-02,68.0,69.0,Orthodox
4425728,Joshua Weems,1994-05-05,68.0,69.0,Orthodox
4425763,Melquizael Costa,1996-09-14,70.0,71.0,Southpaw
4425962,Kiefer Crosbie,1990-04-05,71.0,70.0,Switch
4426000,Ciryl Gane,1990-04-12,76.0,81.0,Orthodox
4426130,Makhmud Muradov,1990-02-08,74.0,75.5,Orthodox
4426144,Michal Martinek,1990-04-19,74.0,78.5,Southpaw
4426192,Rodrigo Nascimento,1992-11-26,74.0,80.0,Orthodox
4426250,Rodolfo Vieira,1989-09-25,72.0,73.0,Orthodox
4426282,Wellington Turman,1996-07-22,72.0,72.0,Orthodox
4426285,Mariya Agapova,1997-04-07,66.0,68.5,Southpaw
4426299,Aleksa Camur,1995-09-25,73.0,74.0,Orthodox
4426301,Fabio Cherant,1994-11-25,73.0,74.0,Southpaw
4426305,Steven Nguyen,1993-05-19,71.0,73.0,Switch
4426306,Christian Lohsen,1995-01-24,74.0,75.0,Southpaw
4426312,Daniel Rodriguez,1986-12-31,73.0,74.0,Southpaw
4426319,Kevin Natividad,1993-04-02,66.0,70.0,Orthodox
4434010,Tamires Vidal,1998-07-27,66.0,68.0,Orthodox
4473738,Micheal Gillmore,1987-03-28,71.0,72.0,Orthodox
4503229,David Martinez,1998-08-03,65.0,66.0,Orthodox
4523403,Josh Fremd,1994-01-15,76.0,76.0,Orthodox
4565641,Jamal Pogues,1995-12-01,75.0,77.0,Orthodox
4565642,Taylor Johnson,1990-11-09,72.0,74.0,Switch
4565645,Dwight Joseph,1989-08-16,67.0,66.0,Switch
4565646,Devin Smyth,1995-07-21,70.0,73.0,Switch
4565668,Micol DiSegni,1987-12-29,63.0,60.5,Orthodox
4565671,Cory McKenna,1999-07-11,63.0,58.5,Orthodox
4565683,Raimond Magomedaliev,1990-06-10,73.0,75.0,Orthodox
4565792,Eduardo Garagorri,1989-05-28,69.0,70.0,Orthodox
4565903,Ariane Carnelossi,1992-11-17,62.0,61.5,Orthodox
4565904,Yoshinori Horie,1995-05-10,68.0,70.0,Orthodox
4566145,Justin Tafa,1993-12-13,72.0,74.0,Southpaw
4566308,Ketlen Souza,1994-08-18,63.0,63.0,Orthodox
4566310,Gloria de Paula,1995-06-10,65.0,67.5,Orthodox
4566991,Sean Woodson,1992-06-07,74.0,78.0,Orthodox
4567688,Lara Procopio,1995-11-14,64.0,67.0,Orthodox
4567897,Miranda Granger,1992-04-13,67.0,68.0,Orthodox
4568503,Yan Qihui,1996-10-21,63.0,61.0,Orthodox
4569549,Umar Nurmagomedov,1996-01-03,68.0,69.0,Orthodox
4569668,Ricky Steele,1988-05-26,69.0,74.0,Orthodox
4569669,Dylan Lockard,1992-05-19,69.0,72.0,Orthodox
4570597,Liudvik Sholinian,1990-01-20,70.0,71.0,Orthodox
4570669,Austin Lingo,1994-07-10,70.0,70.0,Orthodox
4570799,Marcos Brigagão,1996-04-01,75.0,76.0,Southpaw
4571450,Alberto Montes,1994-05-31,67.0,69.0,Orthodox
4571945,Saidyokub Kakhramonov,1995-11-14,68.0,69.0,Orthodox
4573207,Kailan Hill,1994-12-01,73.0,77.0,Southpaw
4573208,Impa Kasanganay,1994-01-17,72.0,73.0,Orthodox
4573209,SangHoon Yoo,1990-01-18,72.0,74.0,Orthodox
4573210,Dustin Joynson,1985-10-14,77.0,78.0,Orthodox
4573211,Ben Sosoli,1989-12-10,72.0,72.5,Southpaw
4573548,Desmond Torres,1997-01-06,66.0,69.0,Orthodox
4575873,Brad Riddell,1991-09-30,67.0,71.0,Orthodox
4576101,Lerone Murphy,1991-07-22,69.0,73.5,Orthodox
4584150,Jack Cartwright,1994-05-26,69.0,69.0,Orthodox
4584163,Leon Aliu,1989-07-14,72.0,74.0,Orthodox
4585587,Tristan Connelly,1985-12-12,70.0,68.0,Orthodox
4588192,Gokhan Saricam,1991-02-26,75.0,76.0,Orthodox
4600143,Tafon Nchukwi,1994-10-14,72.0,77.0,Orthodox
4601333,Rayanne dos Santos,1995-06-08,62.0,62.0,Orthodox
4601431,David Dvorak,1992-06-05,65.0,68.5,Orthodox
4606413,Danny Sabatello,1993-03-31,70.0,71.0,Orthodox
4608674,Manon Fiorot,1990-02-17,67.0,65.0,Orthodox
4609178,Max Rohskopf,1994-09-27,73.0,71.0,Orthodox
4612580,Khaos Williams,1994-03-30,72.0,77.0,Orthodox
4616087,Josh Culibao,1994-05-24,70.0,73.0,Orthodox
4618110,Spike Carlyle,1993-05-06,68.0,71.5,Switch
4629138,Jean-Paul Lebosnoyani,1999-01-27,71.0,72.0,Switch
4668069,Mandy Bohm,1989-07-30,67.0,71.0,Orthodox
4683395,Vanessa Demopoulos,1988-09-22,62.0,59.0,Orthodox
4683396,Cheyanne Vlismas,1995-06-25,63.0,63.0,Switch
4683397,Korey Kuppe,1989-01-23,77.0,75.0,Switch
4683418,Santo Curatolo,1995-01-18,63.0,63.0,Southpaw
4683526,Issa Isakov,1989-10-22,69.0,70.0,Orthodox
4683551,Karolina Wojcik,1994-09-12,62.0,62.0,Orthodox
4683705,Kenneth Cross,1994-10-04,72.0,71.0,Southpaw
4683807,Zarrukh Adashev,1992-07-29,65.0,65.0,Southpaw
4683892,Mounir Lazzez,1987-11-16,73.0,76.0,Orthodox
4683980,Sasha Palatnikov,1989-03-15,73.0,72.5,Switch
4684018,Jamey Simmons,1992-09-11,66.0,70.0,Orthodox
4684059,Carlos Vera,1987-11-05,66.0,69.0,Orthodox
4684127,Chad Johnson,1986-07-22,74.0,80.0,Orthodox
4684135,Joe Pyfer,1996-09-17,74.0,75.0,Orthodox
4684237,Mana Martinez,1996-03-25,70.0,70.0,Orthodox
4684238,Jeff Molina,1997-07-17,66.0,69.0,Orthodox
4684240,Ibo Aslan,1996-04-23,75.0,77.5,Orthodox
4684241,Nate Smith,1995-04-09,66.0,69.0,Switch
4684468,Mike Breeden,1989-04-21,70.0,70.0,Orthodox
4684470,Anthony Romero,1997-02-25,71.0,71.0,Orthodox
4684474,Cody Brundage,1994-05-16,72.0,72.0,Orthodox
4684678,Tucker Lutz,1994-07-12,68.0,72.0,Orthodox
4684751,Khamzat Chimaev,1994-05-01,74.0,75.0,Orthodox
4684776,Ikram Aliskerov,1992-12-07,72.0,76.0,Southpaw
4684848,Amir Albazi,1993-10-27,65.0,68.0,Orthodox
4684857,Nasrudin Nasrudinov,1991-10-06,72.0,71.0,Orthodox
4684922,Mariusz Ksiazkiewicz,1989-10-04,75.0,75.0,Southpaw
4684923,Mario Sousa,1996-10-20,75.0,79.5,Orthodox
4684925,Taneisha Tennant,1989-06-15,67.0,70.0,Orthodox
4685730,AJ Cunningham,1994-09-07,70.0,71.0,Orthodox
4685870,Uroš Medić,1993-04-25,73.0,71.0,Southpaw
4685871,Dustin Stoltzfus,1991-11-15,72.0,75.0,Orthodox
4685886,Cameron Church,1990-09-27,71.0,72.0,Orthodox
4685887,Louis Cosce,1995-08-27,69.0,71.0,Orthodox
4685888,Ronaldo Rodríguez,1999-05-07,66.0,65.5,Orthodox
4685988,Nate Maness,1991-06-27,70.0,72.0,Orthodox
4686237,Robert Valentin,1995-03-31,74.0,77.0,Orthodox
4686270,Garrett Armfield,1996-10-09,66.0,70.0,Orthodox
4686565,Jordan Leavitt,1995-06-02,69.0,71.0,Southpaw
4686567,Mikey Gonzalez,1985-08-13,71.0,74.0,Orthodox
4686723,Julia Polastri,1998-03-05,62.0,64.0,Orthodox
4686725,Cody Durden,1991-03-29,67.0,67.0,Southpaw
4686734,Melsik Baghdasaryan,1992-01-28,69.0,70.0,Southpaw
4686735,Dennis Buzukja,1997-10-01,69.0,70.5,Switch
4686736,Alejandro Flores,1991-08-06,69.0,74.0,Orthodox
4686737,Hilarie Rose,1992-11-11,63.0,63.0,Orthodox
4686738,Matt Dixon,1995-10-09,70.0,75.0,Switch
4686739,Collin Anglin,1993-02-20,69.0,71.0,Orthodox
4687002,Ali AlQaisi,1990-09-23,66.0,68.0,Orthodox
4687003,Johnny Munoz,1993-02-16,69.0,71.0,Orthodox
4687104,Javier Reyes,1993-10-10,70.0,73.0,--
4687105,Bruno Souza,1996-03-07,70.0,70.0,Orthodox
4687113,Acácio Dos Santos,1991-09-29,76.0,79.0,Orthodox
4687126,Orion Cosce,1994-07-15,71.0,71.0,Switch
4687434,Jacob Malkoun,1995-08-26,69.0,73.0,Orthodox
4687537,Lance Gibson Jr.,1995-02-02,69.0,72.5,Southpaw
4687590,Bruno Oliveira,1984-05-02,76.0,80.0,Orthodox
4687604,Joe Kropschot,1995-06-19,75.0,79.0,Orthodox
4688408,Matthew Semelsberger,1992-11-23,73.0,75.0,Switch
4688447,Kai Kamaka III,1995-01-05,67.0,69.0,Orthodox
4688449,Zviad Lazishvili,1991-10-25,66.0,69.0,Orthodox
4688624,Victor Madrigal,1990-08-16,67.0,71.0,Orthodox
4689219,KB Bhullar,1991-10-12,76.0,78.0,Switch
4689223,Sherrard Blackledge,1993-08-16,71.0,75.0,Orthodox
4689226,Chelsea Hackett,1998-08-16,64.0,66.0,Switch
4689227,Jamey-Lyn Horth,1990-03-30,67.0,66.0,Orthodox
4689228,Pauline Macias,1988-06-27,64.0,64.0,Southpaw
4689229,Luana Pinheiro,1992-11-18,62.0,62.5,Orthodox
4689965,Mateusz Rębecki,1992-11-03,67.0,66.0,Southpaw
4690484,Corinne Laframboise,1989-05-25,64.0,65.0,Orthodox
4690539,Nassourdine Imavov,1996-03-01,75.0,75.0,Orthodox
4690540,Muhammad Naimov,1994-08-07,69.0,70.0,Orthodox
4690541,Gregory Rodrigues,1992-02-17,75.0,75.0,Orthodox
4690546,Landon Quiñones,1995-11-21,69.0,70.0,Southpaw
4690549,Rafa Garcia,1994-08-05,67.0,70.0,Orthodox
4691323,Bruno Lopes,1993-04-24,74.0,74.0,Orthodox
4693161,Luis Felipe Dias,1995-01-17,71.0,74.0,Orthodox
4693719,Edson Gomez,1991-02-23,68.0,69.0,Switch
4694832,Cam Rowston,1995-01-19,75.0,78.0,Orthodox
4695485,Abdul-Kareem Al-Selwady,1995-04-10,68.0,69.0,Orthodox
4695736,Carlos Ulberg,1990-11-07,76.0,77.0,Orthodox
4697476,Andre Petroski,1991-06-12,72.0,73.0,Switch
4698417,Ivan Erslan,1991-11-15,74.0,72.5,Orthodox
4698871,Liliya Shakirova,1991-10-24,64.0,65.0,Orthodox
4699589,Casey O'Neill,1997-10-07,66.0,69.0,Orthodox
4700271,Victor Rodriguez,1992-09-05,65.0,67.0,Switch
4700616,Nikolay Veretennikov,1989-12-22,73.0,74.0,Orthodox
4700617,Loopy Godínez,1993-09-06,62.0,61.0,Orthodox
4700964,Nick Maximov,1997-12-23,72.0,76.0,Southpaw
4701012,Shaheen Santana,1991-06-04,73.0,75.0,Orthodox
4701186,Jimmy Lawson,1991-11-13,72.0,77.0,Orthodox
4701954,Seokhyeon Ko,1993-09-24,70.0,71.0,Southpaw
4702563,Natan Levy,1991-09-30,69.0,71.0,Southpaw
4702589,Danny Silva,1997-01-30,67.0,69.0,Switch
4705600,Jake Hadley,1996-08-03,67.0,70.0,Southpaw
4705658,Alex Pereira,1987-07-07,76.0,79.0,Orthodox
4705665,Liam Anderson,1995-01-13,74.0,75.0,Orthodox
4706975,Billy Ray Goff,1998-06-18,70.0,72.0,Switch
4708540,Milos Janicic,1997-05-03,71.0,71.0,Orthodox
4708819,Francisco Figueiredo,1989-10-23,66.0,68.0,Southpaw
4710386,Lukasz Brzeski,1992-05-17,75.0,78.0,Orthodox
4711407,Irina Alekseeva,1990-06-27,68.0,67.0,Orthodox
4711604,Marcus Buchecha,1990-01-08,74.0,77.0,Orthodox
4712353,Jordan Vucenic,1996-03-02,70.0,73.0,Orthodox
4712980,Rinat Fakhretdinov,1991-09-28,72.0,74.0,Orthodox
4713086,Denys Bondar,1992-06-27,66.0,69.0,Orthodox
4713584,Victor Altamirano,1991-01-23,68.0,70.0,Switch
4713585,Carlos Mota,1995-04-15,66.0,69.0,Orthodox
4715407,Jesse Strader,1991-05-29,67.0,70.0,Orthodox
4738092,Ian Machado Garry,1997-11-17,75.0,74.5,Orthodox
4738749,Andreas Gustafsson,1991-02-20,73.0,73.5,Orthodox
4751726,Melissa Martinez,1997-08-18,62.0,66.0,Southpaw
4764301,George Hardwick,1996-12-06,69.0,72.0,Orthodox
4773371,Rongzhu,2000-03-07,69.0,71.0,Orthodox
4775129,Cortavious Romious,1994-01-06,64.0,68.0,Southpaw
4781218,Shayilan Nuerdanbieke,1994-05-04,68.0,69.0,Orthodox
4783385,Joseph Holmes,1995-07-04,76.0,80.0,Orthodox
4786358,Charlie Campbell,1995-07-03,72.0,72.5,Orthodox
4788298,Victor Dias,1990-12-26,66.0,69.0,Orthodox
4788300,Josh Quinlan,1993-02-06,72.0,72.0,Orthodox
4795255,Ashiek Ajim,1994-06-19,68.0,71.0,Switch
4795284,Lucas Brennan,2000-06-03,70.0,71.0,Southpaw
4799517,Christian Edwards,1998-11-05,77.0,78.5,--
